ID,MONTHS_BALANCE,STATUS
5009348,-2,X
5009348,-3,C
5009348,-4,X
5009348,-5,C
5009348,-6,X
5009348,-7,X
5009348,-8,0
5009348,-9,X
5009348,-10,C
5009348,-11,0
5009348,-12,C
5009348,-13,C
5009348,-14,C
5009348,-15,C
5009348,-16,X
5009348,-17,X
5009348,-18,X
5009348,-19,C
5009348,-20,X
5009348,-21,X
5009348,-22,C
5009348,-23,0
5009348,-24,C
5009348,-25,X
5009348,-26,C
5009348,-27,C
5009348,-28,C
5009349,0,C
5009349,-1,0
5009349,-2,X
5009349,-3,C
5009349,-4,C
5009349,-5,C
5009349,-6,C
5009349,-7,X
5009349,-8,C
5009349,-9,C
5009350,0,C
5009350,-1,C
5009350,-2,C
5009350,-3,C
5009350,-4,0
5009350,-5,C
5009350,-6,C
5009350,-7,C
5009350,-8,C
5009350,-9,X
5009350,-10,0
5009350,-11,C
5009350,-12,C
5009350,-13,C
5009350,-14,X
5009350,-15,C
5009350,-16,X
5009350,-17,X
5009350,-18,0
5009350,-19,C
5009350,-20,X
5009350,-21,X
5009350,-22,0
5009350,-23,X
5009350,-24,0
5009350,-25,X
5009350,-26,C
5009351,0,C
5009351,-1,C
5009351,-2,X
5009351,-3,X
5009351,-4,C
5009351,-5,C
5009351,-6,0
5009351,-7,C
5009351,-8,C
5009351,-9,C
5009351,-10,C
5009351,-11,C
5009351,-12,C
5009351,-13,X
5009351,-14,X
5009351,-15,C
5009351,-16,X
5009351,-17,X
5009351,-18,X
5009351,-19,0
5009351,-20,X
5009351,-21,X
5009351,-22,C
5009351,-23,X
5009351,-24,X
5009351,-25,C
5009352,0,C
5009352,-1,X
5009352,-2,C
5009352,-3,C
5009352,-4,C
5009352,-5,C
5009352,-6,C
5009352,-7,C
5009352,-8,C
5009352,-9,C
5009352,-10,X
5009352,-11,X
5009352,-12,X
5009352,-13,0
5009352,-14,0
5009352,-15,X
5009352,-16,C
5009352,-17,X
5009352,-18,X
5009352,-19,C
5009352,-20,C
5009352,-21,X
5009352,-22,X
5009353,0,C
5009353,-1,0
5009353,-2,X
5009353,-3,0
5009353,-4,C
5009353,-5,X
5009353,-6,C
5009353,-7,X
5009353,-8,X
5009353,-9,X
5009354,0,0
5009354,-1,X
5009354,-2,X
5009354,-3,C
5009354,-4,C
5009354,-5,C
5009354,-6,0
5009354,-7,X
5009354,-8,C
5009354,-9,X
5009354,-10,X
5009354,-11,C
5009355,0,X
5009355,-1,C
5009355,-2,C
5009355,-3,X
5009355,-4,X
5009355,-5,X
5009355,-6,X
5009355,-7,C
5009355,-8,X
5009355,-9,0
5009355,-10,C
5009356,0,C
5009356,-1,C
5009356,-2,C
5009357,0,C
5009357,-1,C
5009357,-2,X
5009357,-3,C
5009357,-4,C
5009357,-5,C
5009357,-6,X
5009357,-7,X
5009357,-8,0
5009357,-9,X
5009357,-10,C
5009357,-11,0
5009357,-12,C
5009357,-13,X
5009357,-14,C
5009357,-15,0
5009357,-16,X
5009357,-17,0
5009357,-18,C
5009357,-19,X
5009357,-20,X
5009358,0,X
5009358,-1,X
5009358,-2,C
5009358,-3,C
5009358,-4,C
5009358,-5,C
5009358,-6,C
5009358,-7,C
5009359,0,C
5009359,-1,C
5009359,-2,C
5009359,-3,C
5009359,-4,C
5009359,-5,C
5009359,-6,C
5009359,-7,C
5009359,-8,C
5009360,0,X
5009360,-1,X
5009360,-2,X
5009360,-3,C
5009360,-4,X
5009360,-5,C
5009360,-6,C
5009360,-7,0
5009360,-8,C
5009360,-9,C
5009360,-10,C
5009360,-11,X
5009360,-12,C
5009361,0,C
5009361,-1,C
5009361,-2,X
5009361,-3,X
5009361,-4,C
5009361,-5,X
5009361,-6,C
5009361,-7,0
5009361,-8,C
5009361,-9,C
5009361,-10,C
5009361,-11,C
5009361,-12,C
5009361,-13,X
5009361,-14,C
5009361,-15,X
5009361,-16,X
5009361,-17,X
5009361,-18,X
5009361,-19,X
5009361,-20,X
5009361,-21,C
5009361,-22,C
5009361,-23,X
5009361,-24,0
5009361,-25,C
5009361,-26,C
5009361,-27,C
5009362,0,X
5009362,-1,X
5009362,-2,C
5009362,-3,X
5009362,-4,X
5009362,-5,C
5009362,-6,C
5009362,-7,C
5009362,-8,C
5009362,-9,C
5009362,-10,C
5009363,0,X
5009363,-1,X
5009363,-2,C
5009363,-3,C
5009363,-4,X
5009363,-5,C
5009363,-6,C
5009363,-7,0
5009363,-8,C
5009363,-9,X
5009363,-10,C
5009363,-11,X
5009363,-12,0
5009364,0,C
5009364,-1,C
5009364,-2,C
5009364,-3,0
5009364,-4,X
5009364,-5,C
5009364,-6,C
5009364,-7,C
5009364,-8,C
5009364,-9,C
5009364,-10,X
5009364,-11,X
5009364,-12,X
5009364,-13,X
5009364,-14,X
5009364,-15,X
5009364,-16,X
5009364,-17,0
5009364,-18,C
5009364,-19,C
5009364,-20,X
5009364,-21,C
5009365,0,X
5009365,-1,X
5009365,-2,C
5009365,-3,C
5009365,-4,X
5009365,-5,0
5009365,-6,C
5009365,-7,0
5009365,-8,0
5009365,-9,C
5009365,-10,X
5009366,0,0
5009366,-1,C
5009366,-2,X
5009366,-3,X
5009366,-4,C
5009366,-5,0
5009366,-6,X
5009366,-7,X
5009366,-8,C
5009366,-9,X
5009366,-10,C
5009366,-11,X
5009366,-12,X
5009366,-13,C
5009366,-14,C
5009366,-15,X
5009366,-16,X
5009366,-17,0
5009366,-18,C
5009367,0,C
5009367,-1,C
5009367,-2,X
5009368,0,C
5009368,-1,C
5009368,-2,C
5009368,-3,C
5009368,-4,X
5009368,-5,0
5009368,-6,X
5009369,0,C
5009369,-1,C
5009369,-2,C
5009369,-3,C
5009369,-4,C
5009369,-5,C
5009369,-6,X
5009369,-7,X
5009369,-8,0
5009369,-9,C
5009369,-10,C
5009369,-11,C
5009369,-12,0
5009369,-13,X
5009369,-14,0
5009369,-15,X
5009369,-16,C
5009369,-17,C
5009369,-18,C
5009369,-19,X
5009369,-20,C
5009369,-21,C
5009369,-22,C
5009369,-23,0
5009369,-24,C
5009370,0,X
5009370,-1,C
5009370,-2,X
5009370,-3,C
5009370,-4,C
5009370,-5,X
5009370,-6,C
5009370,-7,X
5009370,-8,C
5009370,-9,X
5009370,-10,C
5009370,-11,0
5009370,-12,C
5009370,-13,C
5009370,-14,X
5009370,-15,C
5009370,-16,X
5009370,-17,X
5009370,-18,X
5009370,-19,X
5009370,-20,C
5009370,-21,C
5009370,-22,C
5009370,-23,X
5009370,-24,X
5009371,0,C
5009371,-1,C
5009371,-2,C
5009371,-3,C
5009371,-4,2
5009371,-5,X
5009371,-6,1
5009371,-7,X
5009371,-8,C
5009371,-9,C
5009371,-10,1
5009371,-11,C
5009372,0,C
5009372,-1,X
5009372,-2,C
5009372,-3,X
5009372,-4,C
5009372,-5,C
5009372,-6,0
5009372,-7,C
5009372,-8,X
5009372,-9,X
5009372,-10,C
5009372,-11,C
5009372,-12,C
5009372,-13,C
5009372,-14,X
5009372,-15,X
5009372,-16,C
5009372,-17,C
5009372,-18,C
5009372,-19,X
5009372,-20,C
5009372,-21,X
5009372,-22,C
5009372,-23,X
5009373,0,X
5009373,-1,X
5009373,-2,C
5009373,-3,C
5009373,-4,0
5009373,-5,C
5009373,-6,0
5009373,-7,X
5009373,-8,0
5009373,-9,C
5009373,-10,X
5009373,-11,C
5009373,-12,0
5009373,-13,C
5009373,-14,C
5009373,-15,C
5009373,-16,C
5009373,-17,C
5009374,0,C
5009374,-1,C
5009374,-2,X
5009374,-3,X
5009374,-4,0
5009374,-5,C
5009374,-6,C
5009374,-7,C
5009374,-8,C
5009374,-9,C
5009374,-10,C
5009374,-11,C
5009374,-12,0
5009374,-13,0
5009375,0,C
5009375,-1,X
5009375,-2,X
5009375,-3,C
5009375,-4,C
5009375,-5,0
5009375,-6,X
5009375,-7,C
5009375,-8,0
5009375,-9,C
5009375,-10,X
5009375,-11,C
5009375,-12,C
5009375,-13,0
5009375,-14,X
5009375,-15,X
5009375,-16,C
5009375,-17,C
5009375,-18,C
5009375,-19,C
5009375,-20,C
5009375,-21,C
5009375,-22,X
5009375,-23,C
5009375,-24,C
5009375,-25,C
5009376,0,X
5009376,-1,X
5009376,-2,X
5009376,-3,X
5009376,-4,X
5009376,-5,C
5009376,-6,0
5009376,-7,X
5009376,-8,C
5009376,-9,X
5009376,-10,X
5009376,-11,X
5009376,-12,X
5009376,-13,C
5009376,-14,X
5009376,-15,C
5009376,-16,C
5009376,-17,C
5009376,-18,C
5009376,-19,X
5009376,-20,0
5009376,-21,0
5009377,0,X
5009377,-1,0
5009377,-2,C
5009377,-3,X
5009377,-4,C
5009377,-5,C
5009377,-6,X
5009377,-7,X
5009377,-8,C
5009377,-9,C
5009377,-10,C
5009377,-11,C
5009377,-12,C
5009377,-13,X
5009377,-14,C
5009377,-15,C
5009377,-16,C
5009377,-17,C
5009377,-18,X
5009377,-19,C
5009377,-20,C
5009378,0,X
5009378,-1,0
5009378,-2,X
5009378,-3,C
5009378,-4,C
5009378,-5,C
5009379,0,C
5009379,-1,X
5009379,-2,C
5009379,-3,X
5009379,-4,C
5009379,-5,0
5009379,-6,X
5009379,-7,C
5009379,-8,X
5009379,-9,C
5009379,-10,0
5009379,-11,X
5009379,-12,C
5009379,-13,X
5009379,-14,X
5009379,-15,C
5009379,-16,C
5009379,-17,C
5009379,-18,X
5009379,-19,X
5009379,-20,C
5009380,0,C
5009380,-1,X
5009380,-2,0
5009380,-3,0
5009380,-4,0
5009380,-5,C
5009380,-6,X
5009380,-7,0
5009380,-8,C
5009380,-9,C
5009380,-10,C
5009380,-11,C
5009380,-12,C
5009380,-13,C
5009380,-14,X
5009380,-15,X
5009380,-16,C
5009380,-17,C
5009380,-18,X
5009380,-19,C
5009380,-20,C
5009380,-21,X
5009380,-22,0
5009380,-23,C
5009380,-24,X
5009380,-25,C
5009380,-26,C
5009380,-27,C
5009381,0,C
5009381,-1,X
5009381,-2,0
5009381,-3,X
5009381,-4,C
5009381,-5,X
5009381,-6,X
5009381,-7,X
5009381,-8,C
5009381,-9,C
5009381,-10,X
5009381,-11,C
5009381,-12,C
5009381,-13,C
5009381,-14,C
5009381,-15,C
5009381,-16,X
5009381,-17,X
5009382,0,C
5009382,-1,C
5009382,-2,C
5009382,-3,C
5009382,-4,X
5009382,-5,X
5009382,-6,X
5009382,-7,C
5009382,-8,X
5009382,-9,0
5009382,-10,C
5009382,-11,C
5009382,-12,C
5009382,-13,C
5009382,-14,X
5009383,0,X
5009383,-1,C
5009383,-2,C
5009383,-3,0
5009383,-4,C
5009383,-5,C
5009383,-6,C
5009383,-7,C
5009383,-8,X
5009383,-9,X
5009383,-10,X
5009383,-11,0
5009383,-12,X
5009383,-13,X
5009384,0,C
5009384,-1,X
5009384,-2,C
5009384,-3,C
5009384,-4,C
5009384,-5,C
5009384,-6,C
5009384,-7,C
5009384,-8,C
5009384,-9,X
5009384,-10,X
5009384,-11,C
5009384,-12,X
5009384,-13,C
5009384,-14,C
5009384,-15,X
5009384,-16,0
5009384,-17,0
5009384,-18,X
5009384,-19,0
5009384,-20,X
5009384,-21,C
5009384,-22,0
5009384,-23,X
5009384,-24,C
5009385,0,X
5009385,-1,1
5009385,-2,C
5009385,-3,X
5009385,-4,X
5009385,-5,C
5009385,-6,X
5009385,-7,C
5009385,-8,X
5009385,-9,C
5009385,-10,X
5009385,-11,C
5009385,-12,X
5009385,-13,C
5009385,-14,C
5009385,-15,X
5009385,-16,X
5009385,-17,0
5009385,-18,C
5009385,-19,C
5009385,-20,0
5009385,-21,0
5009385,-22,X
5009385,-23,C
5009385,-24,C
5009385,-25,X
5009385,-26,X
5009385,-27,C
5009386,0,X
5009386,-1,C
5009386,-2,0
5009386,-3,X
5009386,-4,C
5009386,-5,X
5009386,-6,0
5009386,-7,X
5009386,-8,C
5009386,-9,X
5009386,-10,X
5009386,-11,C
5009386,-12,C
5009387,0,X
5009387,-1,C
5009387,-2,C
5009387,-3,X
5009387,-4,0
5009387,-5,C
5009387,-6,X
5009387,-7,X
5009387,-8,C
5009387,-9,X
5009387,-10,0
5009387,-11,C
5009387,-12,C
5009387,-13,C
5009387,-14,X
5009387,-15,X
5009387,-16,C
5009388,0,C
5009388,-1,C
5009388,-2,C
5009388,-3,1
5009388,-4,C
5009388,-5,X
5009388,-6,X
5009388,-7,0
5009388,-8,C
5009388,-9,C
5009388,-10,X
5009389,0,0
5009389,-1,X
5009389,-2,C
5009389,-3,C
5009389,-4,C
5009389,-5,C
5009389,-6,X
5009389,-7,X
5009389,-8,C
5009389,-9,X
5009389,-10,X
5009389,-11,X
5009389,-12,0
5009389,-13,C
5009389,-14,C
5009389,-15,C
5009389,-16,C
5009389,-17,0
5009389,-18,X
5009389,-19,C
5009389,-20,C
5009389,-21,C
5009389,-22,C
5009390,0,C
5009390,-1,X
5009390,-2,C
5009390,-3,0
5009390,-4,2
5009390,-5,C
5009390,-6,C
5009390,-7,4
5009390,-8,X
5009391,0,0
5009391,-1,C
5009391,-2,C
5009391,-3,C
5009391,-4,C
5009392,0,X
5009392,-1,X
5009392,-2,C
5009392,-3,C
5009392,-4,X
5009392,-5,4
5009392,-6,C
5009392,-7,0
5009392,-8,1
5009392,-9,X
5009392,-10,C
5009392,-11,C
5009392,-12,X
5009392,-13,X
5009392,-14,C
5009392,-15,0
5009392,-16,C
5009393,0,C
5009393,-1,C
5009393,-2,X
5009393,-3,C
5009393,-4,C
5009393,-5,X
5009394,0,C
5009394,-1,X
5009394,-2,C
5009394,-3,C
5009395,0,C
5009395,-1,C
5009395,-2,C
5009395,-3,X
5009395,-4,C
5009395,-5,X
5009395,-6,C
5009395,-7,C
5009395,-8,C
5009395,-9,0
5009395,-10,C
5009395,-11,C
5009395,-12,X
5009395,-13,X
5009395,-14,C
5009395,-15,X
5009395,-16,C
5009395,-17,C
5009395,-18,X
5009395,-19,C
5009396,0,X
5009396,-1,X
5009396,-2,X
5009396,-3,X
5009396,-4,X
5009396,-5,C
5009396,-6,C
5009396,-7,C
5009396,-8,C
5009396,-9,0
5009396,-10,0
5009396,-11,0
5009396,-12,0
5009396,-13,C
5009396,-14,C
5009396,-15,0
5009396,-16,C
5009396,-17,0
5009396,-18,0
5009396,-19,0
5009396,-20,C
5009396,-21,X
5009396,-22,0
5009396,-23,X
5009397,0,X
5009397,-1,C
5009397,-2,C
5009397,-3,X
5009397,-4,C
5009397,-5,C
5009397,-6,C
5009397,-7,C
5009397,-8,0
5009397,-9,X
5009397,-10,X
5009397,-11,X
5009397,-12,X
5009397,-13,X
5009397,-14,0
5009397,-15,X
5009397,-16,C
5009397,-17,C
5009397,-18,C
5009397,-19,C
5009397,-20,C
5009397,-21,C
5009397,-22,X
5009397,-23,X
5009397,-24,C
5009398,0,C
5009398,-1,C
5009398,-2,C
5009398,-3,X
5009398,-4,X
5009398,-5,0
5009398,-6,0
5009398,-7,X
5009398,-8,X
5009398,-9,C
5009398,-10,C
5009398,-11,0
5009398,-12,X
5009398,-13,X
5009398,-14,0
5009398,-15,0
5009398,-16,X
5009398,-17,C
5009398,-18,X
5009398,-19,X
5009398,-20,X
5009398,-21,C
5009398,-22,X
5009398,-23,C
5009398,-24,0
5009398,-25,C
5009398,-26,0
5009399,0,X
5009399,-1,X
5009399,-2,X
5009399,-3,X
5009399,-4,C
5009399,-5,X
5009399,-6,C
5009399,-7,X
5009399,-8,X
5009399,-9,X
5009399,-10,0
5009400,0,X
5009400,-1,C
5009400,-2,0
5009400,-3,X
5009400,-4,X
5009400,-5,C
5009400,-6,0
5009400,-7,C
5009400,-8,X
5009400,-9,C
5009400,-10,X
5009400,-11,C
5009400,-12,C
5009400,-13,X
5009400,-14,C
5009400,-15,C
5009400,-16,X
5009400,-17,X
5009400,-18,0
5009400,-19,C
5009400,-20,X
5009400,-21,C
5009400,-22,C
5009400,-23,X
5009400,-24,X
5009400,-25,X
5009400,-26,C
5009400,-27,X
5009400,-28,X
5009400,-29,0
5009401,0,C
5009401,-1,X
5009401,-2,C
5009401,-3,X
5009401,-4,X
5009401,-5,C
5009401,-6,0
5009401,-7,C
5009401,-8,C
5009401,-9,C
5009401,-10,C
5009401,-11,0
5009401,-12,C
5009402,0,C
5009402,-1,C
5009402,-2,X
5009402,-3,X
5009402,-4,X
5009402,-5,C
5009402,-6,X
5009402,-7,C
5009402,-8,X
5009402,-9,X
5009402,-10,C
5009402,-11,X
5009402,-12,C
5009402,-13,C
5009402,-14,X
5009402,-15,C
5009402,-16,X
5009402,-17,C
5009403,0,X
5009403,-1,C
5009403,-2,C
5009403,-3,C
5009403,-4,0
5009404,0,C
5009404,-1,C
5009404,-2,X
5009404,-3,C
5009404,-4,0
5009404,-5,C
5009404,-6,X
5009404,-7,C
5009404,-8,C
5009404,-9,C
5009404,-10,C
5009404,-11,0
5009404,-12,X
5009404,-13,C
5009404,-14,0
5009404,-15,C
5009404,-16,C
5009405,0,C
5009405,-1,C
5009405,-2,C
5009405,-3,X
5009405,-4,C
5009405,-5,0
5009405,-6,C
5009405,-7,X
5009405,-8,X
5009405,-9,X
5009405,-10,C
5009405,-11,C
5009405,-12,X
5009405,-13,C
5009405,-14,C
5009405,-15,0
5009405,-16,C
5009405,-17,C
5009405,-18,0
5009405,-19,C
5009405,-20,X
5009405,-21,C
5009405,-22,X
5009405,-23,C
5009405,-24,C
5009406,0,X
5009406,-1,0
5009406,-2,C
5009406,-3,X
5009406,-4,X
5009406,-5,C
5009406,-6,C
5009406,-7,X
5009406,-8,C
5009406,-9,C
5009406,-10,X
5009406,-11,X
5009406,-12,C
5009406,-13,C
5009406,-14,C
5009406,-15,C
5009406,-16,C
5009406,-17,X
5009406,-18,C
5009406,-19,C
5009406,-20,X
5009406,-21,X
5009406,-22,X
5009406,-23,X
5009406,-24,C
5009406,-25,C
5009406,-26,C
5009406,-27,X
5009407,0,0
5009407,-1,X
5009407,-2,C
5009407,-3,X
5009407,-4,C
5009407,-5,X
5009407,-6,C
5009407,-7,C
5009407,-8,C
5009407,-9,C
5009407,-10,X
5009407,-11,X
5009407,-12,C
5009407,-13,C
5009408,0,C
5009408,-1,X
5009408,-2,X
5009408,-3,X
5009408,-4,C
5009408,-5,C
5009409,0,X
5009409,-1,X
5009409,-2,C
5009409,-3,X
5009409,-4,C
5009409,-5,C
5009409,-6,X
5009409,-7,C
5009409,-8,C
5009409,-9,C
5009409,-10,C
5009409,-11,C
5009409,-12,X
5009409,-13,X
5009410,0,X
5009410,-1,X
5009410,-2,0
5009410,-3,C
5009410,-4,C
5009410,-5,C
5009410,-6,C
5009410,-7,X
5009410,-8,C
5009410,-9,C
5009410,-10,C
5009410,-11,0
5009410,-12,0
5009410,-13,C
5009410,-14,X
5009410,-15,C
5009410,-16,C
5009410,-17,C
5009410,-18,C
5009410,-19,C
5009410,-20,C
5009410,-21,0
5009410,-22,X
5009410,-23,X
5009410,-24,C
5009411,0,X
5009411,-1,C
5009411,-2,X
5009411,-3,C
5009411,-4,C
5009411,-5,X
5009412,0,0
5009412,-1,X
5009412,-2,X
5009412,-3,C
5009412,-4,X
5009412,-5,X
5009412,-6,C
5009412,-7,C
5009412,-8,X
5009412,-9,C
5009412,-10,X
5009412,-11,C
5009412,-12,X
5009412,-13,C
5009412,-14,C
5009412,-15,C
5009413,0,X
5009413,-1,C
5009413,-2,C
5009413,-3,C
5009413,-4,C
5009413,-5,C
5009413,-6,C
5009413,-7,C
5009413,-8,X
5009413,-9,0
5009413,-10,C
5009413,-11,X
5009413,-12,X
5009413,-13,X
5009413,-14,X
5009413,-15,C
5009413,-16,X
5009413,-17,C
5009413,-18,2
5009413,-19,C
5009414,0,X
5009414,-1,C
5009414,-2,X
5009414,-3,C
5009415,0,C
5009415,-1,C
5009415,-2,C
5009415,-3,C
5009416,0,0
5009416,-1,C
5009416,-2,C
5009416,-3,X
5009416,-4,2
5009416,-5,C
5009416,-6,2
5009416,-7,C
5009416,-8,C
5009416,-9,X
5009416,-10,C
5009416,-11,C
5009416,-12,X
5009416,-13,C
5009416,-14,0
5009416,-15,C
5009416,-16,C
5009416,-17,X
5009417,0,C
5009417,-1,X
5009417,-2,0
5009417,-3,0
5009417,-4,0
5009417,-5,C
5009417,-6,X
5009417,-7,C
5009417,-8,X
5009417,-9,C
5009417,-10,X
5009417,-11,X
5009417,-12,C
5009417,-13,X
5009417,-14,0
5009417,-15,0
5009417,-16,X
5009417,-17,C
5009417,-18,X
5009417,-19,C
5009417,-20,X
5009417,-21,X
5009417,-22,X
5009417,-23,C
5009418,0,C
5009418,-1,C
5009418,-2,X
5009419,0,X
5009419,-1,C
5009419,-2,C
5009419,-3,0
5009419,-4,X
5009419,-5,C
5009419,-6,C
5009419,-7,C
5009419,-8,C
5009419,-9,X
5009419,-10,C
5009419,-11,C
5009419,-12,C
5009419,-13,0
5009419,-14,C
5009419,-15,C
5009419,-16,C
5009419,-17,C
5009419,-18,X
5009419,-19,0
5009420,0,C
5009420,-1,C
5009420,-2,0
5009420,-3,X
5009420,-4,C
5009420,-5,C
5009420,-6,X
5009420,-7,C
5009420,-8,X
5009421,0,C
5009421,-1,X
5009421,-2,C
5009421,-3,3
5009421,-4,C
5009421,-5,C
5009421,-6,C
5009421,-7,X
5009421,-8,4
5009421,-9,C
5009421,-10,C
5009421,-11,C
5009421,-12,X
5009421,-13,C
5009421,-14,3
5009421,-15,X
5009421,-16,X
5009421,-17,C
5009422,0,C
5009422,-1,C
5009422,-2,C
5009422,-3,C
5009422,-4,C
5009422,-5,0
5009423,0,C
5009423,-1,C
5009423,-2,X
5009423,-3,C
5009423,-4,0
5009423,-5,C
5009423,-6,X
5009423,-7,C
5009423,-8,C
5009423,-9,X
5009423,-10,X
5009423,-11,C
5009423,-12,X
5009423,-13,C
5009423,-14,X
5009423,-15,X
5009423,-16,C
5009423,-17,X
5009423,-18,0
5009423,-19,C
5009423,-20,0
5009423,-21,C
5009423,-22,C
5009423,-23,C
5009423,-24,X
5009423,-25,0
5009423,-26,C
5009423,-27,C
5009423,-28,C
5009424,0,X
5009424,-1,C
5009424,-2,X
5009424,-3,C
5009424,-4,X
5009424,-5,X
5009425,0,C
5009425,-1,X
5009425,-2,C
5009425,-3,C
5009425,-4,C
5009425,-5,X
5009425,-6,C
5009425,-7,X
5009425,-8,C
5009425,-9,C
5009425,-10,C
5009425,-11,C
5009425,-12,C
5009425,-13,X
5009425,-14,C
5009425,-15,C
5009425,-16,C
5009425,-17,C
5009425,-18,0
5009425,-19,X
5009425,-20,X
5009425,-21,X
5009425,-22,X
5009426,0,0
5009426,-1,C
5009426,-2,C
5009426,-3,X
5009426,-4,X
5009426,-5,X
5009426,-6,C
5009426,-7,C
5009426,-8,C
5009426,-9,C
5009426,-10,X
5009426,-11,C
5009427,0,C
5009427,-1,C
5009427,-2,C
5009427,-3,X
5009427,-4,X
5009427,-5,X
5009427,-6,C
5009427,-7,C
5009427,-8,X
5009427,-9,C
5009427,-10,C
5009427,-11,C
5009427,-12,C
5009427,-13,0
5009427,-14,C
5009427,-15,C
5009427,-16,C
5009427,-17,C
5009427,-18,X
5009427,-19,X
5009427,-20,C
5009427,-21,C
5009428,0,X
5009428,-1,X
5009428,-2,C
5009428,-3,0
5009428,-4,C
5009428,-5,C
5009428,-6,C
5009428,-7,C
5009428,-8,C
5009428,-9,X
5009428,-10,X
5009428,-11,X
5009428,-12,C
5009428,-13,X
5009428,-14,X
5009428,-15,C
5009428,-16,C
5009428,-17,C
5009428,-18,C
5009428,-19,X
5009428,-20,X
5009428,-21,X
5009428,-22,C
5009428,-23,0
5009428,-24,X
5009428,-25,0
5009428,-26,C
5009429,0,C
5009429,-1,C
5009429,-2,C
5009429,-3,X
5009429,-4,C
5009429,-5,X
5009430,0,C
5009430,-1,C
5009430,-2,C
5009430,-3,X
5009430,-4,X
5009430,-5,X
5009430,-6,C
5009430,-7,X
5009430,-8,C
5009430,-9,C
5009430,-10,0
5009430,-11,X
5009430,-12,X
5009430,-13,C
5009430,-14,X
5009430,-15,C
5009430,-16,C
5009430,-17,X
5009430,-18,C
5009430,-19,0
5009430,-20,C
5009430,-21,C
5009430,-22,X
5009430,-23,C
5009431,0,C
5009431,-1,X
5009431,-2,C
5009431,-3,C
5009431,-4,C
5009431,-5,C
5009431,-6,C
5009431,-7,C
5009431,-8,0
5009431,-9,C
5009431,-10,X
5009431,-11,C
5009431,-12,C
5009431,-13,0
5009431,-14,0
5009431,-15,C
5009431,-16,C
5009431,-17,C
5009431,-18,X
5009431,-19,0
5009431,-20,C
5009431,-21,0
5009431,-22,X
5009431,-23,0
5009431,-24,X
5009431,-25,X
5009432,0,C
5009432,-1,X
5009432,-2,X
5009432,-3,X
5009432,-4,X
5009432,-5,X
5009432,-6,X
5009432,-7,X
5009433,0,X
5009433,-1,C
5009433,-2,C
5009433,-3,X
5009433,-4,X
5009433,-5,C
5009433,-6,C
5009433,-7,X
5009433,-8,C
5009433,-9,C
5009433,-10,0
5009433,-11,C
5009433,-12,X
5009434,0,C
5009434,-1,0
5009434,-2,X
5009434,-3,X
5009434,-4,0
5009434,-5,C
5009434,-6,X
5009434,-7,0
5009434,-8,C
5009434,-9,C
5009434,-10,C
5009434,-11,X
5009434,-12,C
5009434,-13,X
5009434,-14,X
5009434,-15,X
5009434,-16,X
5009434,-17,C
5009434,-18,C
5009435,0,X
5009435,-1,0
5009435,-2,C
5009435,-3,0
5009435,-4,C
5009435,-5,C
5009435,-6,C
5009435,-7,X
5009436,0,0
5009436,-1,X
5009436,-2,C
5009436,-3,C
5009436,-4,C
5009437,0,X
5009437,-1,C
5009437,-2,C
5009437,-3,C
5009437,-4,0
5009437,-5,X
5009437,-6,C
5009437,-7,C
5009438,0,C
5009438,-1,X
5009438,-2,C
5009438,-3,C
5009438,-4,0
5009438,-5,X
5009438,-6,X
5009438,-7,C
5009438,-8,0
5009438,-9,C
5009438,-10,C
5009438,-11,C
5009438,-12,0
5009439,0,X
5009439,-1,0
5009439,-2,C
5009439,-3,X
5009439,-4,X
5009439,-5,C
5009439,-6,C
5009439,-7,C
5009439,-8,X
5009439,-9,X
5009439,-10,X
5009439,-11,C
5009439,-12,C
5009439,-13,C
5009439,-14,X
5009439,-15,C
5009439,-16,C
5009439,-17,X
5009439,-18,C
5009439,-19,C
5009439,-20,C
5009439,-21,0
5009439,-22,C
5009439,-23,0
5009439,-24,C
5009439,-25,0
5009439,-26,C
5009439,-27,C
5009440,0,0
5009440,-1,C
5009440,-2,C
5009440,-3,C
5009440,-4,0
5009440,-5,C
5009441,0,C
5009441,-1,0
5009441,-2,C
5009441,-3,X
5009441,-4,X
5009441,-5,X
5009441,-6,X
5009441,-7,X
5009441,-8,C
5009442,0,C
5009442,-1,X
5009442,-2,X
5009442,-3,C
5009442,-4,C
5009442,-5,X
5009442,-6,C
5009442,-7,X
5009442,-8,X
5009443,0,C
5009443,-1,C
5009443,-2,C
5009443,-3,0
5009443,-4,C
5009443,-5,C
5009443,-6,C
5009443,-7,X
5009443,-8,C
5009443,-9,C
5009443,-10,C
5009443,-11,X
5009443,-12,C
5009443,-13,X
5009443,-14,C
5009443,-15,X
5009443,-16,C
5009443,-17,X
5009443,-18,0
5009443,-19,C
5009443,-20,0
5009443,-21,C
5009443,-22,C
5009443,-23,C
5009443,-24,X
5009443,-25,X
5009443,-26,X
5009444,0,C
5009444,-1,X
5009444,-2,C
5009444,-3,C
5009444,-4,C
5009444,-5,X
5009444,-6,X
5009444,-7,C
5009444,-8,0
5009444,-9,C
5009444,-10,X
5009444,-11,X
5009445,0,X
5009445,-1,0
5009445,-2,C
5009445,-3,C
5009445,-4,X
5009445,-5,C
5009445,-6,C
5009445,-7,X
5009445,-8,X
5009445,-9,C
5009445,-10,C
5009445,-11,C
5009446,0,C
